dataset,classifier,metric,author,fold,value
Rice,perceptron,acc,rafael-scarpelli,v6,0.6666666666666666
Rice,perceptron,f1,rafael-scarpelli,v6,0.5555555555555555
Rice,svm,acc,rafael-scarpelli,v6,0.9666666666666668
Rice,svm,f1,rafael-scarpelli,v6,0.9665831244778612
Rice,naive_bayes,acc,rafael-scarpelli,v6,0.9
Rice,naive_bayes,f1,rafael-scarpelli,v6,0.899749373433584
Rice,knn,acc,rafael-scarpelli,v6,0.9666666666666668
Rice,knn,f1,rafael-scarpelli,v6,0.9665831244778612
Rice,decision_tree,acc,rafael-scarpelli,v6,0.9666666666666668
Rice,decision_tree,f1,rafael-scarpelli,v6,0.9665831244778612
Mushroom,perceptron,acc,renato-augusto-v2,v6,0.9867021276595744
Mushroom,svm,f1,renato-augusto-v2,v6,0.9725177304964538
Mushroom,svm,acc,renato-augusto-v2,v6,0.9725177304964538
Mushroom,naive_bayes,f1,renato-augusto-v2,v6,0.6586879432624113
Mushroom,naive_bayes,acc,renato-augusto-v2,v6,0.6586879432624113
Mushroom,decision_tree,f1,renato-augusto-v2,v6,1.0
Mushroom,decision_tree,acc,renato-augusto-v2,v6,1.0
Mushroom,knn,f1,renato-augusto-v2,v6,1.0
Mushroom,knn,acc,renato-augusto-v2,v6,1.0
car.csv,perceptron,f1,romulo-jordao,v6,0.7113332307694662
car.csv,perceptron,acc,romulo-jordao,v6,0.861271676300578
car.csv,svm,f1,romulo-jordao,v6,0.9751451598585356
car.csv,svm,acc,romulo-jordao,v6,0.9884393063583816
car.csv,naive_bayes,f1,romulo-jordao,v6,0.7414534600389864
car.csv,naive_bayes,acc,romulo-jordao,v6,0.7976878612716763
car.csv,knn,f1,romulo-jordao,v6,0.5468668674983834
car.csv,knn,acc,romulo-jordao,v6,0.8439306358381503
car.csv,decision_tree,f1,romulo-jordao,v6,0.928907830793434
car.csv,decision_tree,acc,romulo-jordao,v6,0.976878612716763
mushroom,perceptron,f1,thalles--barros,v6,0.487631658040294
mushroom,svm,acc,thalles--barros,v6,0.7801724137931034
mushroom,svm,f1,thalles--barros,v6,0.688500253866426
mushroom,naive_bayes,acc,thalles--barros,v6,0.4716748768472906
mushroom,naive_bayes,f1,thalles--barros,v6,0.4410728382463369
mushroom,decision_tree,acc,thalles--barros,v6,1.0
mushroom,decision_tree,f1,thalles--barros,v6,1.0
mushroom,knn,acc,thalles--barros,v6,0.6958128078817734
mushroom,knn,f1,thalles--barros,v6,0.6958128078817734
agaricus-lepiota,perceptron,f1,vitor--garcia,v6,0.9505896623761708
agaricus-lepiota,perceptron,acc,vitor--garcia,v6,0.953900709219858
agaricus-lepiota,svm,f1,vitor--garcia,v6,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v6,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v6,0.5978903243540407
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v6,0.7056737588652482
agaricus-lepiota,decision_tree,f1,vitor--garcia,v6,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v6,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v6,0.9990608569680166
agaricus-lepiota,knn,acc,vitor--garcia,v6,0.999113475177305
Car Evaluation,perceptron,f1,vitor-oliveira,v6,0.1791044776119403
Car Evaluation,svm,acc,vitor-oliveira,v6,0.861271676300578
Car Evaluation,svm,f1,vitor-oliveira,v6,0.7014925373134329
Car Evaluation,naive_bayes,acc,vitor-oliveira,v6,0.7601156069364162
Car Evaluation,naive_bayes,f1,vitor-oliveira,v6,0.6744186046511628
Car Evaluation,decision_tree,acc,vitor-oliveira,v6,0.96242774566474
Car Evaluation,decision_tree,f1,vitor-oliveira,v6,0.9323308270676692
Car Evaluation,knn,acc,vitor-oliveira,v6,0.8815028901734104
Car Evaluation,knn,f1,vitor-oliveira,v6,0.8366013071895425
bank,perceptron,f1,ana--beatriz,v7,0.6142201005388593
bank,perceptron,acc,ana--beatriz,v7,0.7389380530973452
bank,svm,f1,ana--beatriz,v7,0.4707259953161593
bank,svm,acc,ana--beatriz,v7,0.8893805309734514
bank,naive_bayes,f1,ana--beatriz,v7,0.645399088339127
bank,naive_bayes,acc,ana--beatriz,v7,0.8396017699115044
bank,decision_tree,f1,ana--beatriz,v7,0.6884262769697388
bank,decision_tree,acc,ana--beatriz,v7,0.8893805309734514
bank,knn,f1,ana--beatriz,v7,0.5124682195228434
bank,knn,acc,ana--beatriz,v7,0.8838495575221239
glass_identification,perceptron,acc,andrey--jodar,v7,0.1666666666666666
glass_identification,svm,f1,andrey--jodar,v7,0.2211538461538461
glass_identification,svm,acc,andrey--jodar,v7,0.4285714285714285
glass_identification,naive_bayes,f1,andrey--jodar,v7,0.4506721348826612
glass_identification,naive_bayes,acc,andrey--jodar,v7,0.5
glass_identification,decision_tree,f1,andrey--jodar,v7,0.4907498631636562
glass_identification,decision_tree,acc,andrey--jodar,v7,0.5952380952380952
glass_identification,knn,f1,andrey--jodar,v7,0.4680033416875522
glass_identification,knn,acc,andrey--jodar,v7,0.6190476190476191
spambase,perceptron,f1,arthur--heiji,v7,0.9229797658089854
spambase,perceptron,acc,arthur--heiji,v7,0.925
spambase,svm,f1,arthur--heiji,v7,0.9277921670198572
spambase,svm,acc,arthur--heiji,v7,0.9304347826086956
spambase,naive_bayes,f1,arthur--heiji,v7,0.8345292413714762
spambase,naive_bayes,acc,arthur--heiji,v7,0.8347826086956521
spambase,decision_tree,f1,arthur--heiji,v7,0.9164371388312
spambase,decision_tree,acc,arthur--heiji,v7,0.9195652173913044
spambase,knn,f1,arthur--heiji,v7,0.9032627184165763
spambase,knn,acc,arthur--heiji,v7,0.907608695652174
wine_quality_red,perceptron,f1,arthur-hydeki,v7,0.6707658280316838
wine_quality_red,svm,acc,arthur-hydeki,v7,0.9140897558876978
wine_quality_red,svm,f1,arthur-hydeki,v7,0.879737732752981
wine_quality_red,naive_bayes,acc,arthur-hydeki,v7,0.8991639576665078
wine_quality_red,naive_bayes,f1,arthur-hydeki,v7,0.8957714280917234
wine_quality_red,knn,acc,arthur-hydeki,v7,0.8070943704848044
wine_quality_red,knn,f1,arthur-hydeki,v7,0.767658896718928
wine_quality_red,decision_tree,acc,arthur-hydeki,v7,0.8056776113813935
wine_quality_red,decision_tree,f1,arthur-hydeki,v7,0.6965869991483261
insurance,logistic_regression,acc,arthur-protazio,v7,0.8432835820895522
insurance,logistic_regression,f1,arthur-protazio,v7,0.8396682611759345
insurance,decision_tree,acc,arthur-protazio,v7,0.8246268656716418
insurance,decision_tree,f1,arthur-protazio,v7,0.8250107933859833
insurance,random_forest,acc,arthur-protazio,v7,0.914179104477612
insurance,random_forest,f1,arthur-protazio,v7,0.9142252534842756
insurance,knn,acc,arthur-protazio,v7,0.8432835820895522
insurance,knn,f1,arthur-protazio,v7,0.8403948965281313
insurance,svm,acc,arthur-protazio,v7,0.9067164179104478
insurance,svm,f1,arthur-protazio,v7,0.9067876159151564
column_2c,perceptron,f1,eduardo-barbeiro,v7,0.6044634377967711
column_2c,perceptron,acc,eduardo-barbeiro,v7,0.7258064516129032
column_2c,svm,f1,eduardo-barbeiro,v7,0.4492122719734659
column_2c,svm,acc,eduardo-barbeiro,v7,0.6451612903225806
column_2c,naive_bayes,f1,eduardo-barbeiro,v7,0.9034578990973706
column_2c,naive_bayes,acc,eduardo-barbeiro,v7,0.935483870967742
column_2c,decision_tree,f1,eduardo-barbeiro,v7,0.8221743982145703
column_2c,decision_tree,acc,eduardo-barbeiro,v7,0.8870967741935484
column_2c,knn,f1,eduardo-barbeiro,v7,0.6620786620786621
column_2c,knn,acc,eduardo-barbeiro,v7,0.7096774193548387
Automobile,perceptron,acc,eduardo-cavazin,v7,0.3548387096774194
Automobile,svm,f1,eduardo-cavazin,v7,0.2
Automobile,svm,acc,eduardo-cavazin,v7,0.3870967741935484
Automobile,naive_bayes,f1,eduardo-cavazin,v7,0.4982857142857142
Automobile,naive_bayes,acc,eduardo-cavazin,v7,0.5483870967741935
Automobile,decision_tree,f1,eduardo-cavazin,v7,0.8032517482517483
Automobile,decision_tree,acc,eduardo-cavazin,v7,0.8387096774193549
Automobile,knn,f1,eduardo-cavazin,v7,0.4641284641284641
Automobile,knn,acc,eduardo-cavazin,v7,0.6129032258064516
accelerator-mobile,perceptron,f1,gregory--soares,v7,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v7,0.98
accelerator-mobile,svm,f1,gregory--soares,v7,0.832
accelerator-mobile,svm,acc,gregory--soares,v7,0.989
accelerator-mobile,naive_bayes,f1,gregory--soares,v7,0.652
accelerator-mobile,naive_bayes,acc,gregory--soares,v7,0.975
accelerator-mobile,decision_tree,f1,gregory--soares,v7,0.924
accelerator-mobile,decision_tree,acc,gregory--soares,v7,0.994
accelerator-mobile,knn,f1,gregory--soares,v7,0.853
accelerator-mobile,knn,acc,gregory--soares,v7,0.989
iris,perceptron,acc,gustavo--cruz-v2,v7,0.0666666666666666
iris,perceptron,f1,gustavo--cruz-v2,v7,0.0416666666666666
iris,svm,acc,gustavo--cruz-v2,v7,0.9666666666666668
iris,svm,f1,gustavo--cruz-v2,v7,0.964747356051704
iris,naive_bayes,acc,gustavo--cruz-v2,v7,0.9
iris,naive_bayes,f1,gustavo--cruz-v2,v7,0.4736842105263157
iris,decision_tree,acc,gustavo--cruz-v2,v7,1.0
iris,decision_tree,f1,gustavo--cruz-v2,v7,1.0
iris,knn,acc,gustavo--cruz-v2,v7,1.0
iris,knn,f1,gustavo--cruz-v2,v7,1.0
garments-workers,perceptron,acc,isaque--cruz,v7,0.5203619909502263
garments-workers,perceptron,f1,isaque--cruz,v7,0.5203227061449311
garments-workers,svm,acc,isaque--cruz,v7,0.744343891402715
garments-workers,svm,f1,isaque--cruz,v7,0.4804813863260487
garments-workers,naive_bayes,acc,isaque--cruz,v7,0.7579185520361991
garments-workers,naive_bayes,f1,isaque--cruz,v7,0.634272899508951
garments-workers,decision_tree,acc,isaque--cruz,v7,0.7647058823529411
garments-workers,decision_tree,f1,isaque--cruz,v7,0.6994141033689056
garments-workers,knn,acc,isaque--cruz,v7,0.7624434389140271
garments-workers,knn,f1,isaque--cruz,v7,0.6832579185520362
wine,perceptron,acc,larissa-v2,v7,0.9722222222222222
wine,perceptron,f1,larissa-v2,v7,0.9717813051146384
wine,svm,acc,larissa-v2,v7,0.9722222222222222
wine,svm,f1,larissa-v2,v7,0.9717813051146384
wine,naive_bayes,acc,larissa-v2,v7,0.9444444444444444
wine,naive_bayes,f1,larissa-v2,v7,0.944055944055944
wine,knn,acc,larissa-v2,v7,0.8888888888888888
wine,knn,f1,larissa-v2,v7,0.8876328502415459
wine,decision_tree,acc,larissa-v2,v7,0.9444444444444444
wine,decision_tree,f1,larissa-v2,v7,0.9451526251526252
tic_tac_toe,perceptron,f1,leandro-menoni,v7,0.34
tic_tac_toe,perceptron,acc,leandro-menoni,v7,0.41
tic_tac_toe,svm,f1,leandro-menoni,v7,0.39
tic_tac_toe,svm,acc,leandro-menoni,v7,0.61
tic_tac_toe,naive_bayes,f1,leandro-menoni,v7,0.61
tic_tac_toe,naive_bayes,acc,leandro-menoni,v7,0.7
tic_tac_toe,decision_tree,f1,leandro-menoni,v7,0.83
tic_tac_toe,decision_tree,acc,leandro-menoni,v7,0.84
tic_tac_toe,knn,f1,leandro-menoni,v7,0.74
tic_tac_toe,knn,acc,leandro-menoni,v7,0.78
wine-white,decision_tree,acc,lucas-v2,v7,0.7711950970377937
wine-white,decision_tree,f1,lucas-v2,v7,0.7328265107212475
wine-white,knn,acc,lucas-v2,v7,0.7885597548518897
wine-white,knn,f1,lucas-v2,v7,0.7481873860709239
wine-white,naive_bayes,acc,lucas-v2,v7,0.7221654749744637
wine-white,naive_bayes,f1,lucas-v2,v7,0.6843133535660091
wine-white,perceptron,acc,lucas-v2,v7,0.365679264555669
wine-white,perceptron,f1,lucas-v2,v7,0.3167441562513697
wine-white,svm,acc,lucas-v2,v7,0.7354443309499489
wine-white,svm,f1,lucas-v2,v7,0.6303543808139578
data.csv,perceptron,acc,luiz-miguel-silva,v7,0.6725
data.csv,perceptron,f1,luiz-miguel-silva,v7,0.5979312873816117
data.csv,svm,acc,luiz-miguel-silva,v7,0.755
data.csv,svm,f1,luiz-miguel-silva,v7,0.6437229873723176
data.csv,naive_bayes,acc,luiz-miguel-silva,v7,0.6575
data.csv,naive_bayes,f1,luiz-miguel-silva,v7,0.5546750916039956
data.csv,knn,acc,luiz-miguel-silva,v7,0.675
data.csv,knn,f1,luiz-miguel-silva,v7,0.595093550102039
data.csv,decision_tree,acc,luiz-miguel-silva,v7,0.6425
data.csv,decision_tree,f1,luiz-miguel-silva,v7,0.5881816539064451
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v7,0.9214285714285714
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v7,0.9225448020248088
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v7,0.9642857142857144
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v7,0.9645308650833512
breast-cancer-wisconsin.csv,naive_bayes,acc,mateus--raskoski,v7,0.9571428571428572
breast-cancer-wisconsin.csv,naive_bayes,f1,mateus--raskoski,v7,0.9575238095238096
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v7,0.9642857142857144
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v7,0.9646709283857356
breast-cancer-wisconsin.csv,decision_tree,acc,mateus--raskoski,v7,0.9285714285714286
breast-cancer-wisconsin.csv,decision_tree,f1,mateus--raskoski,v7,0.9285714285714286
iris,perceptron,acc,pablo-v2,v7,0.5333333333333333
iris,perceptron,f1,pablo-v2,v7,0.446078431372549
iris,svm,acc,pablo-v2,v7,1.0
iris,svm,f1,pablo-v2,v7,1.0
iris,naive_bayes,acc,pablo-v2,v7,0.9666666666666668
iris,naive_bayes,f1,pablo-v2,v7,0.9665831244778612
iris,knn,acc,pablo-v2,v7,0.9666666666666668
iris,knn,f1,pablo-v2,v7,0.9665831244778612
iris,decision_tree,acc,pablo-v2,v7,0.9333333333333332
iris,decision_tree,f1,pablo-v2,v7,0.9333333333333332
bank,perceptron,acc,rafael-leonardo,v7,0.6738088823324773
bank,perceptron,f1,rafael-leonardo,v7,0.7437734508372096
bank,svm,acc,rafael-leonardo,v7,0.6127174242136701
bank,svm,f1,rafael-leonardo,v7,0.7896282088119286
bank,naive_bayes,acc,rafael-leonardo,v7,0.6331360756597759
bank,naive_bayes,f1,rafael-leonardo,v7,0.6565673576674543
bank,knn,acc,rafael-leonardo,v7,0.826453107254034
bank,knn,f1,rafael-leonardo,v7,0.623098895762547
bank,decision_tree,acc,rafael-leonardo,v7,0.6405037793568373
bank,decision_tree,f1,rafael-leonardo,v7,0.5363719956207698
Rice,perceptron,acc,rafael-scarpelli,v7,0.6666666666666666
Rice,perceptron,f1,rafael-scarpelli,v7,0.5555555555555555
Rice,svm,acc,rafael-scarpelli,v7,1.0
Rice,svm,f1,rafael-scarpelli,v7,1.0
Rice,naive_bayes,acc,rafael-scarpelli,v7,0.9333333333333332
Rice,naive_bayes,f1,rafael-scarpelli,v7,0.9326599326599326
Rice,knn,acc,rafael-scarpelli,v7,0.9666666666666668
Rice,knn,f1,rafael-scarpelli,v7,0.9665831244778612
Rice,decision_tree,acc,rafael-scarpelli,v7,0.9333333333333332
Rice,decision_tree,f1,rafael-scarpelli,v7,0.9326599326599326
Mushroom,perceptron,acc,renato-augusto-v2,v7,0.983599290780142
Mushroom,svm,f1,renato-augusto-v2,v7,0.9725177304964538
Mushroom,svm,acc,renato-augusto-v2,v7,0.9725177304964538
Mushroom,naive_bayes,f1,renato-augusto-v2,v7,0.6586879432624113
Mushroom,naive_bayes,acc,renato-augusto-v2,v7,0.6586879432624113
Mushroom,decision_tree,f1,renato-augusto-v2,v7,1.0
Mushroom,decision_tree,acc,renato-augusto-v2,v7,1.0
Mushroom,knn,f1,renato-augusto-v2,v7,1.0
Mushroom,knn,acc,renato-augusto-v2,v7,1.0
car.csv,perceptron,f1,romulo-jordao,v7,0.6767937548565047
car.csv,perceptron,acc,romulo-jordao,v7,0.8497109826589595
car.csv,svm,f1,romulo-jordao,v7,0.8887130587678367
car.csv,svm,acc,romulo-jordao,v7,0.9595375722543352
car.csv,naive_bayes,f1,romulo-jordao,v7,0.694867274681219
car.csv,naive_bayes,acc,romulo-jordao,v7,0.7745664739884393
car.csv,knn,f1,romulo-jordao,v7,0.4766462891462891
car.csv,knn,acc,romulo-jordao,v7,0.8323699421965318
car.csv,decision_tree,f1,romulo-jordao,v7,0.919917118678998
car.csv,decision_tree,acc,romulo-jordao,v7,0.9710982658959536
mushroom,perceptron,f1,thalles--barros,v7,0.749435181788558
mushroom,svm,acc,thalles--barros,v7,1.0
mushroom,svm,f1,thalles--barros,v7,1.0
mushroom,naive_bayes,acc,thalles--barros,v7,0.5443349753694581
mushroom,naive_bayes,f1,thalles--barros,v7,0.4818391914732158
mushroom,decision_tree,acc,thalles--barros,v7,1.0
mushroom,decision_tree,f1,thalles--barros,v7,1.0
mushroom,knn,acc,thalles--barros,v7,0.999384236453202
mushroom,knn,f1,thalles--barros,v7,0.9984713150361793
agaricus-lepiota,perceptron,f1,vitor--garcia,v7,0.8474025974025974
agaricus-lepiota,perceptron,acc,vitor--garcia,v7,0.8723404255319149
agaricus-lepiota,svm,f1,vitor--garcia,v7,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v7,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v7,0.6058629587155964
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v7,0.723404255319149
agaricus-lepiota,decision_tree,f1,vitor--garcia,v7,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v7,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v7,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v7,1.0
Car Evaluation,perceptron,f1,vitor-oliveira,v7,0.1791044776119403
Car Evaluation,svm,acc,vitor-oliveira,v7,0.861271676300578
Car Evaluation,svm,f1,vitor-oliveira,v7,0.7014925373134329
Car Evaluation,naive_bayes,acc,vitor-oliveira,v7,0.7601156069364162
Car Evaluation,naive_bayes,f1,vitor-oliveira,v7,0.6744186046511628
Car Evaluation,decision_tree,acc,vitor-oliveira,v7,0.96242774566474
Car Evaluation,decision_tree,f1,vitor-oliveira,v7,0.9323308270676692
Car Evaluation,knn,acc,vitor-oliveira,v7,0.8815028901734104
Car Evaluation,knn,f1,vitor-oliveira,v7,0.8366013071895425
bank,perceptron,f1,ana--beatriz,v8,0.6740435995649501
bank,perceptron,acc,ana--beatriz,v8,0.8650442477876106
bank,svm,f1,ana--beatriz,v8,0.465405085748078
bank,svm,acc,ana--beatriz,v8,0.870575221238938
bank,naive_bayes,f1,ana--beatriz,v8,0.6473736705410663
bank,naive_bayes,acc,ana--beatriz,v8,0.8252212389380531
bank,decision_tree,f1,ana--beatriz,v8,0.7096348011587457
bank,decision_tree,acc,ana--beatriz,v8,0.8827433628318584
bank,knn,f1,ana--beatriz,v8,0.5156892696641651
bank,knn,acc,ana--beatriz,v8,0.8661504424778761
glass_identification,perceptron,acc,andrey--jodar,v8,0.4761904761904761
glass_identification,svm,f1,andrey--jodar,v8,0.2499597423510466
glass_identification,svm,acc,andrey--jodar,v8,0.4047619047619047
glass_identification,naive_bayes,f1,andrey--jodar,v8,0.5367543859649123
glass_identification,naive_bayes,acc,andrey--jodar,v8,0.4285714285714285
glass_identification,decision_tree,f1,andrey--jodar,v8,0.7816541353383458
glass_identification,decision_tree,acc,andrey--jodar,v8,0.7142857142857143
glass_identification,knn,f1,andrey--jodar,v8,0.4643997445721584
glass_identification,knn,acc,andrey--jodar,v8,0.6904761904761905
spambase,perceptron,f1,arthur--heiji,v8,0.8951181391927922
spambase,perceptron,acc,arthur--heiji,v8,0.8989130434782608
spambase,svm,f1,arthur--heiji,v8,0.9161373927696832
spambase,svm,acc,arthur--heiji,v8,0.9195652173913044
spambase,naive_bayes,f1,arthur--heiji,v8,0.7923361006883919
spambase,naive_bayes,acc,arthur--heiji,v8,0.7923913043478261
spambase,decision_tree,f1,arthur--heiji,v8,0.9119967035554508
spambase,decision_tree,acc,arthur--heiji,v8,0.915217391304348
spambase,knn,f1,arthur--heiji,v8,0.8990918513096
spambase,knn,acc,arthur--heiji,v8,0.9032608695652172
wine_quality_red,perceptron,f1,arthur-hydeki,v8,0.8385016343940234
wine_quality_red,svm,acc,arthur-hydeki,v8,0.8983999310076902
wine_quality_red,svm,f1,arthur-hydeki,v8,0.9164204379522364
wine_quality_red,naive_bayes,acc,arthur-hydeki,v8,0.875060434332072
wine_quality_red,naive_bayes,f1,arthur-hydeki,v8,0.8036695595792928
wine_quality_red,knn,acc,arthur-hydeki,v8,0.8244312704091807
wine_quality_red,knn,f1,arthur-hydeki,v8,0.8357183722401511
wine_quality_red,decision_tree,acc,arthur-hydeki,v8,0.8033575607031043
wine_quality_red,decision_tree,f1,arthur-hydeki,v8,0.6968236403703905
insurance,logistic_regression,acc,arthur-protazio,v8,0.8544776119402985
insurance,logistic_regression,f1,arthur-protazio,v8,0.8517629716707493
insurance,decision_tree,acc,arthur-protazio,v8,0.8246268656716418
insurance,decision_tree,f1,arthur-protazio,v8,0.8263229680703984
insurance,random_forest,acc,arthur-protazio,v8,0.9067164179104478
insurance,random_forest,f1,arthur-protazio,v8,0.905951231624133
insurance,knn,acc,arthur-protazio,v8,0.8208955223880597
insurance,knn,f1,arthur-protazio,v8,0.8169613198067698
insurance,svm,acc,arthur-protazio,v8,0.9104477611940298
insurance,svm,f1,arthur-protazio,v8,0.9088209034735308
column_2c,perceptron,f1,eduardo-barbeiro,v8,0.7663872770255749
column_2c,perceptron,acc,eduardo-barbeiro,v8,0.7741935483870968
column_2c,svm,f1,eduardo-barbeiro,v8,0.4816993464052287
column_2c,svm,acc,eduardo-barbeiro,v8,0.6451612903225806
column_2c,naive_bayes,f1,eduardo-barbeiro,v8,0.7347763347763347
column_2c,naive_bayes,acc,eduardo-barbeiro,v8,0.7419354838709677
column_2c,decision_tree,f1,eduardo-barbeiro,v8,0.7127196919823647
column_2c,decision_tree,acc,eduardo-barbeiro,v8,0.7258064516129032
column_2c,knn,f1,eduardo-barbeiro,v8,0.7673992673992673
column_2c,knn,acc,eduardo-barbeiro,v8,0.7741935483870968
Automobile,perceptron,acc,eduardo-cavazin,v8,0.6129032258064516
Automobile,svm,f1,eduardo-cavazin,v8,0.2475524475524475
Automobile,svm,acc,eduardo-cavazin,v8,0.4838709677419355
Automobile,naive_bayes,f1,eduardo-cavazin,v8,0.4596425796425796
Automobile,naive_bayes,acc,eduardo-cavazin,v8,0.5161290322580645
Automobile,decision_tree,f1,eduardo-cavazin,v8,0.8165800865800866
Automobile,decision_tree,acc,eduardo-cavazin,v8,0.8387096774193549
Automobile,knn,f1,eduardo-cavazin,v8,0.373015873015873
Automobile,knn,acc,eduardo-cavazin,v8,0.5161290322580645
accelerator-mobile,perceptron,f1,gregory--soares,v8,0.495
accelerator-mobile,perceptron,acc,gregory--soares,v8,0.981
accelerator-mobile,svm,f1,gregory--soares,v8,0.8
accelerator-mobile,svm,acc,gregory--soares,v8,0.987
accelerator-mobile,naive_bayes,f1,gregory--soares,v8,0.495
accelerator-mobile,naive_bayes,acc,gregory--soares,v8,0.981
accelerator-mobile,decision_tree,f1,gregory--soares,v8,0.922
accelerator-mobile,decision_tree,acc,gregory--soares,v8,0.994
accelerator-mobile,knn,f1,gregory--soares,v8,0.831
accelerator-mobile,knn,acc,gregory--soares,v8,0.987
